,platform,year,genre,publisher,na_sales,global_sales
0,0.7333333333333334,0.30000000000001137,0.8181818181818183,0.24869565217391298,41.49,82.74
1,-0.2666666666666667,-0.75,-0.2727272727272727,0.24869565217391298,29.08,40.24
2,0.7333333333333334,0.4000000000000057,0.09090909090909083,0.24869565217391298,15.85,35.82
3,0.7333333333333334,0.45000000000000284,0.8181818181818183,0.24869565217391298,15.75,33.0
4,-0.6666666666666667,-0.19999999999998863,0.2727272727272727,0.24869565217391298,11.27,31.37
5,-0.6666666666666667,-0.5499999999999972,-0.09090909090909083,0.24869565217391298,23.2,30.26
6,-0.7333333333333334,0.30000000000001137,-0.2727272727272727,0.24869565217391298,11.38,30.01
7,0.7333333333333334,0.30000000000001137,-0.4545454545454546,0.24869565217391298,14.03,29.02
8,0.7333333333333334,0.45000000000000284,-0.2727272727272727,0.24869565217391298,14.59,28.62
9,-0.2666666666666667,-0.7999999999999972,0.4545454545454546,0.24869565217391298,26.93,28.31
10,-0.7333333333333334,0.25,0.6363636363636365,0.24869565217391298,9.07,24.76
11,-0.7333333333333334,0.25,0.09090909090909083,0.24869565217391298,9.81,23.42
12,-0.6666666666666667,-0.04999999999999716,0.2727272727272727,0.24869565217391298,9.0,23.1
13,0.7333333333333334,0.3500000000000085,0.8181818181818183,0.24869565217391298,8.94,22.72
14,0.7333333333333334,0.45000000000000284,0.8181818181818183,0.24869565217391298,9.09,22.0
15,0.8666666666666667,0.5,-0.4545454545454546,0.12347826086956526,14.97,21.82
16,0.1333333333333333,0.6500000000000057,-1.0,0.7147826086956521,7.01,21.4
17,0.06666666666666665,0.20000000000000284,-1.0,0.7147826086956521,9.43,20.81
18,0.5333333333333332,-0.5,-0.2727272727272727,0.24869565217391298,12.78,20.61
19,-0.7333333333333334,0.25,-0.4545454545454546,0.24869565217391298,4.75,20.22
20,-0.7333333333333334,0.30000000000001137,0.2727272727272727,0.24869565217391298,6.42,18.36
21,-0.6666666666666667,-0.5499999999999972,-0.2727272727272727,0.24869565217391298,10.83,18.14
22,-0.2666666666666667,-0.5999999999999943,-0.2727272727272727,0.24869565217391298,9.54,17.28
23,0.8666666666666667,0.6500000000000057,-1.0,0.7147826086956521,9.63,16.38
24,0.06666666666666665,0.10000000000000853,-1.0,0.7147826086956521,8.41,16.15
25,-0.6,0.10000000000000853,0.2727272727272727,0.24869565217391298,6.06,15.85
26,-0.7333333333333334,0.5,0.2727272727272727,0.24869565217391298,5.57,15.32
27,-0.7333333333333334,0.25,-0.09090909090909083,0.24869565217391298,3.44,15.3
